name,code
Tai Pao,tpo
Pisaflores Tepehua,tpp
Tukpa,tpq
Tuparí,tpr
Tlachichilco Tepehua,tpt
Tampuan,tpu
Tanapag,tpv
Tupí,tpw
Acatepec Me'phaa,tpx
Acatepec Tlapanec,tpx
Trumai,tpy
Tinputz,tpz
Tembé,tqb
Lehali,tql
Turumsa,tqm
Tenino,tqn
Toaripi,tqo
Tomoip,tqp
Tunni,tqq
Torona,tqr
Western Totonac,tqt
Touo,tqu
Tonkawa,tqw
Tirahi,tra
Terebu,trb
Copala Triqui,trc
Turi,trd
East Tarangan,tre
Trinidadian Creole English,trf
Lishán Didán,trg
Turaka,trh
Trió,tri
Toram,trj
Traveller Scottish,trl
Tregami,trm
Trinitario,trn
Tarao Naga,tro
Kok Borok,trp
San Martín Itunyoso Triqui,trq
Taushiro,trr
Chicahuaxtla Triqui,trs
Tunggare,trt
Surayt,tru
Turoyo,tru
Taroko,trv
Torwali,trw
Tringgus-Sembaan Bidayuh,trx
Turung,try
Torá,trz
Tsaangi,tsa
Tsamai,tsb
Tswa,tsc
Tsakonian,tsd
Tunisian Sign Language,tse
Tausug,tsg
Tsuvan,tsh
Tsimshian,tsi
Tshangla,tsj
Tseku,tsk
Ts'ün-Lao,tsl
Türk İşaret Dili,tsm
Turkish Sign Language,tsm
Tswana,tsn
Tsonga,tso
Northern Toussian,tsp
Thai Sign Language,tsq
Akei,tsr
Taiwan Sign Language,tss
Tondi Songway Kiini,tst
Tsou,tsu
Tsogo,tsv
Tsishingini,tsw
Mubami,tsx
Tebul Sign Language,tsy
Purepecha,tsz
Tutelo,tta
Gaa,ttb
Tektiteko,ttc
Tauade,ttd
Bwanabwana,tte
Tuotomb,ttf
Tutong,ttg
Upper Ta'oih,tth
Tobati,tti
Tooro,ttj
Totoro,ttk
Totela,ttl
Northern Tutchone,ttm
Towei,ttn
Lower Ta'oih,tto
Tombelala,ttp
Tawallammat Tamajaq,ttq
Tera,ttr
Northeastern Thai,tts
Muslim Tat,ttt
Torau,ttu
Titan,ttv
Long Wat,ttw
Sikaritai,tty
Tsum,ttz
Wiarumus,tua
Tübatulabal,tub
Mutu,tuc
Tuxá,tud
Tuyuca,tue
Central Tunebo,tuf
Tunia,tug
Taulil,tuh
Tupuri,tui
Tugutil,tuj
Turkmen,tuk
Tula,tul
Tumbuka,tum
Tunica,tun
Tucano,tuo
Tedaga,tuq
Turkish,tur
Tuscarora,tus
Tututni,tuu
Turkana,tuv
Tuxináwa,tux
Tugen,tuy
Turka,tuz
Vaghua,tva
Tsuvadi,tvd
Te'un,tve
Southeast Ambrym,tvk
Tuvalu,tvl
Tela-Masbuar,tvm
Tavoyan,tvn
Tidore,tvo
Taveta,tvs
Tutsa Naga,tvt
Tunen,tvu
Sedoa,tvw
Taivoan,tvx
Timor Pidgin,tvy
Twana,twa
Western Tawbuid,twb
Teshenawa,twc
Twents,twd
Tewa (Indonesia),twe
Northern Tiwa,twf
Tereweng,twg
Tai Dón,twh
Twi,twi
Tawara,twl
Tawang Monpa,twm
Twendi,twn
Tswapong,two
Ere,twp
Tasawaq,twq
Southwestern Tarahumara,twr
Turiwára,twt
Termanu,twu
Tuwari,tww
Tewe,twx
Tawoyan,twy
Tombonuo,txa
Tokharian B,txb
Tsetsaut,txc
Totoli,txe
Tangut,txg
Thracian,txh
Ikpeng,txi
Tarjumo,txj
Tomini,txm
West Tarangan,txn
Toto,txo
Tii,txq
Tartessian,txr
Tonsea,txs
Citak,txt
Kayapó,txu
Tatana,txx
Tanosy Malagasy,txy
Tauya,tya
Kyanga,tye
O'du,tyh
Teke-Tsaayi,tyi
Tai Do,tyj
Tai Yo,tyj
Thu Lao,tyl
Kombai,tyn
Thaypan,typ
Tai Daeng,tyr
Tày Sa Pa,tys
Tày Tac,tyt
Kua,tyu
Tuvinian,tyv
Teke-Tyee,tyx
Tiyaa,tyy
Tày,tyz
Tanzanian Sign Language,tza
Tzeltal,tzh
Tz'utujil,tzj
Talossan,tzl
Central Atlas Tamazight,tzm
Tugun,tzn
Tzotzil,tzo
Tabriak,tzx
Uamué,uam
Kuan,uan
Tairuma,uar
Ubang,uba
Ubi,ubi
Buhi'non Bikol,ubl
Ubir,ubr
Umbu-Ungu,ubu
Ubykh,uby
Uda,uda
Udihe,ude
Muduga,udg
Udi,udi
Ujir,udj
Wuzlam,udl
Udmurt,udm
Uduk,udu
Kioko,ues
Ufim,ufi
Ugaritic,uga
Kuku-Ugbanh,ugb
Ughele,uge
Ugandan Sign Language,ugn
Ugong,ugo
Uruguayan Sign Language,ugy
Uhami,uha
Damal,uhn
Uighur,uig
Uyghur,uig
Uisai,uis
Iyive,uiv
Tanjijili,uji
Kaburi,uka
Ukuriguma,ukg
Ukhwejo,ukh
Kui (India),uki
Muak Sa-aak,ukk
Ukrainian Sign Language,ukl
Ukpe-Bayobiri,ukp
Ukwa,ukq
Ukrainian,ukr
Kaapor Sign Language,uks
Urubú-Kaapor Sign Language,uks
Ukue,uku
Kuku,ukv
Ukwuani-Aboh-Ndoni,ukw
Kuuk-Yak,uky
Fungwa,ula
Ulukwumi,ulb
Ulch,ulc
Lule,ule
Afra,ulf
Usku,ulf
Ulithian,uli
Meriam Mir,ulk
Ullatan,ull
Ulumanda',ulm
Unserdeutsch,uln
Uma' Lung,ulu
Ulwa,ulw
Umatilla,uma
Umbundu,umb
Marrucinian,umc
Umbindhamu,umd
Morrobalama,umg
Umbuygamu,umg
Ukit,umi
Umon,umm
Makyan Naga,umn
Umotína,umo
Umpila,ump
Umbugarla,umr
Pendau,ums
Munsee,umu
North Watut,una
Undetermined,und
Uneme,une
Ngarinyin,ung
Uni,uni
Enawené-Nawé,unk
Unami,unm
Kurnai,unn
Mundari,unr
Unubahe,unu
Munda,unx
Unde Kaili,unz
Umeda,upi
Uripiv-Wala-Rano-Atchin,upv
Urarina,ura
Kaapor,urb
Urubú-Kaapor,urb
Urningangg,urc
Urdu,urd
Uru,ure
Uradhi,urf
Urigina,urg
Urhobo,urh
Urim,uri
Urak Lawoi',urk
Urali,url
Urapmin,urm
Uruangnirin,urn
Ura (Papua New Guinea),uro
Uru-Pa-In,urp
Lehalurup,urr
Löyöp,urr
Urat,urt
Urumi,uru
Uruava,urv
Sop,urw
Urimo,urx
Orya,ury
Uru-Eu-Wau-Wau,urz
Usarufa,usa
Ushojo,ush
Usui,usi
Usaghade,usk
Uspanteco,usp
us-Saare,uss
Uya,usu
Otank,uta
Ute-Southern Paiute,ute
ut-Hun,uth
Amba (Solomon Islands),utp
Etulo,utr
Utu,utu
Urum,uum
Kulon-Pazeh,uun
Ura (Vanuatu),uur
U,uuu
Fagauvea,uve
West Uvean,uve
Uri,uvh
Lote,uvl
Kuku-Uwanh,uwa
Doko-Uyanga,uya
Uzbek,uzb
Northern Uzbek,uzn
Southern Uzbek,uzs
Vaagri Booli,vaa
Vale,vae
Vafsi,vaf
Vagla,vag
Varhadi-Nagpuri,vah
Vai,vai
Northwestern ǃKung,vaj
Sekele,vaj
Vasekele,vaj
Vehes,val
Vanimo,vam
Valman,van
Vao,vao
Vaiphei,vap
Huarijio,var
Vasavi,vas
Vanuma,vau
Varli,vav
Wayu,vay
Southeast Babar,vbb
Southwestern Bontok,vbk
Venetian,vec
Veddah,ved
Veluws,vel
Vemgo-Mabas,vem
Venda,ven
Ventureño,veo
Veps,vep
Mom Jango,ver
Vaghri,vgr
Flemish Sign Language,vgt
Vlaamse Gebarentaal,vgt
Virgin Islands Creole English,vic
Vidunda,vid
Vietnamese,vie
Vili,vif
Viemo,vig
Vilela,vil
Vinza,vin
Vishavan,vis
Viti,vit
Iduna,viv
Kariyarra,vka
Kujarge,vkj
Kaur,vkk
Kulisusu,vkl
Kamakan,vkm
Koro Nulu,vkn
Kodeoha,vko
Korlai Creole Portuguese,vkp
Tenggarong Kutai Malay,vkt
Kurrama,vku
Koro Zuba,vkz
Valpei,vlp
Vlaams,vls
Martuyhunira,vma
Barbaram,vmb
Juxtlahuaca Mixtec,vmc
Mudu Koraga,vmd
East Masela,vme
Mainfränkisch,vmf
Lungalunga,vmg
Maraghei,vmh
Miwa,vmi
Ixtayutla Mixtec,vmj
Makhuwa-Shirima,vmk
Malgana,vml
Mitlatongo Mixtec,vmm
Soyaltepec Mazatec,vmp
Soyaltepec Mixtec,vmq
Marenje,vmr
Moksela,vms
Muluridyi,vmu
Valley Maidu,vmv
Makhuwa,vmw
Tamazola Mixtec,vmx
Ayautla Mazatec,vmy
Mazatlán Mazatec,vmz
Lovono,vnk
Vano,vnk
Neve'ei,vnm
Vinmavis,vnm
Vunapu,vnp
Volapük,vol
Voro,vor
Votic,vot
Vera'a,vra
Võro,vro
Varisi,vrs
Banam Bay,vrt
Burmbar,vrt
Moldova Sign Language,vsi
Venezuelan Sign Language,vsl
Llengua de signes valenciana,vsv
Valencian Sign Language,vsv
Vitou,vto
Vumbu,vum
Vunjo,vun
Vute,vut
Awa (China),vwa
Walla Walla,waa
Wab,wab
Wasco-Wishram,wac
Wamesa,wad
Wondama,wad
Walser,wae
Wakoná,waf
Wa'ema,wag
Watubela,wah
Wares,wai
Waffa,waj
Wolaitta,wal
Wolaytta,wal
Wampanoag,wam
Wan,wan
Wappo,wao
Wapishana,wap
Wagiman,waq
Waray (Philippines),war
Washo,was
Kaninuwa,wat
Waurá,wau
Waka,wav
Waiwai,waw
Marangis,wax
Watam,wax
Wayana,way
Wampur,waz
Warao,wba
Wabo,wbb
Waritai,wbe
Wara,wbf
Wanda,wbh
Vwanji,wbi
Alagwa,wbj
Waigali,wbk
Wakhi,wbl
Wa,wbm
Warlpiri,wbp
Waddar,wbq
Wagdi,wbr
West Bengal Sign Language,wbs
Warnman,wbt
Wajarri,wbv
Woi,wbw
Yanomámi,wca
Waci Gbe,wci
Wandji,wdd
Wadaginam,wdg
Wadjiginy,wdj
Wadikali,wdk
Wadjigu,wdu
Wadjabangayi,wdy
Wewaw,wea
Wè Western,wec
Wedau,wed
Wergaia,weg
Weh,weh
Kiunum,wei
Weme Gbe,wem
Wemale,weo
Westphalien,wep
Weri,wer
Cameroon Pidgin,wes
Perai,wet
Rawngtu Chin,weu
Wejewa,wew
Yafi,wfg
Zorop,wfg
Wagaya,wga
Wagawaga,wgb
Wangganguru,wgg
Wangkangurru,wgg
Wahgi,wgi
Waigeo,wgo
Wirangu,wgu
Warrgamay,wgy
Manusela,wha
Sou Upaa,wha
North Wahgi,whg
Wahau Kenyah,whk
Wahau Kayan,whu
Southern Toussian,wib
Wichita,wic
Wik-Epa,wie
Wik-Keyangan,wif
Wik Ngathan,wig
Wik-Me'anha,wih
Minidien,wii
Wik-Iiyanh,wij
Wikalkan,wik
Wilawila,wil
Wik-Mungkan,wim
Ho-Chunk,win
Wiraféd,wir
Wiru,wiu
Vitu,wiv
Wiyot,wiy
Waja,wja
Warji,wji
Kw'adza,wka
Kumbaran,wkb
Mo,wkd
Wakde,wkd
Kalanadi,wkl
Keerray-Woorroong,wkr
Kunduvadi,wku
Wakawaka,wkw
Wangkayutyuru,wky
Walio,wla
Mwali Comorian,wlc
Wolane,wle
Kunbarlang,wlg
Welaun,wlh
Waioli,wli
Wailaki,wlk
Wali (Sudan),wll
Middle Welsh,wlm
Walloon,wln
Wolio,wlo
Wailapa,wlr
Wallisian,wls
Wuliwuli,wlu
Wichí Lhamtés Vejoz,wlv
Walak,wlw
Wali (Ghana),wlx
Waling,wly
Mawa (Nigeria),wma
Wambaya,wmb
Wamas,wmc
Mamaindé,wmd
Wambule,wme
Western Minyag,wmg
Waima'a,wmh
Wamin,wmi
Maiwa (Indonesia),wmm
Waamwang,wmn
Wom (Papua New Guinea),wmo
Wambon,wms
Walmajarri,wmt
Mwani,wmw
Womo,wmx
Wanambre,wnb
Wantoat,wnc
Wandarang,wnd
Waneci,wne
Wanggom,wng
Ndzwani Comorian,wni
Wanukaka,wnk
Wanggamala,wnm
Wunumara,wnn
Wano,wno
Wanap,wnp
Usan,wnu
Wintu,wnw
Waanyi,wny
Wanyi,wny
Kuwema,woa
Tyaraity,woa
Wè Northern,wob
Wogeo,woc
Wolani,wod
Woleaian,woe
Gambian Wolof,wof
Wogamusin,wog
Kamang,woi
Longto,wok
Wolof,wol
Wom (Nigeria),wom
Wongo,won
Manombai,woo
Woria,wor
Hanga Hundi,wos
Wawonii,wow
Weyto,woy
Maco,wpc
Waluwarra,wrb
Warluwara,wrb
Warduji,wrd
Gudjal,wrg
Warungu,wrg
Wiradjuri,wrh
Wariyangga,wri
Garrwa,wrk
Warlmanpa,wrl
Warumungu,wrm
Warnang,wrn
Worrorra,wro
Waropen,wrp
Wardaman,wrr
Waris,wrs
Waru,wru
Waruna,wrv
Gugu Warra,wrw
Wae Rana,wrx
Merwari,wry
Waray (Australia),wrz
Warembori,wsa
Adilabad Gondi,wsg
Wusi,wsi
Waskia,wsk
Owenia,wsr
Wasa,wss
Wasu,wsu
Wotapuri-Katarqalai,wsv
Watiwa,wtf
Wathawurrung,wth
Berta,wti
Watakataui,wtk
Mewati,wtm
Wotu,wtw
Wikngenchera,wua
Wunambal,wub
Wudu,wud
Wutunhua,wuh
Silimo,wul
Wumbvu,wum
Bungu,wun
Wurrugu,wur
Wutung,wut
Wu Chinese,wuu
Wuvulu-Aua,wuv
Wulna,wux
Wauyai,wuy
Waama,wwa
Wakabunga,wwb
Dorig,wwo
Wetamut,wwo
Warrwa,wwr
Wawa,www
Waxianghua,wxa
Wardandi,wxw
Wyandot,wya
Wangaaybuwan-Ngiyambaa,wyb
Woiwurrung,wyi
Wymysorys,wym
Wayoró,wyr
Western Fijian,wyy
Andalusian Arabic,xaa
Sambe,xab
Kachari,xac
Adai,xad
Aequian,xae
Aghwan,xag
Kaimbé,xai
Ararandewára,xaj
Máku,xak
Kalmyk,xal
Oirat,xal
ǀXam,xam
Xamtanga,xan
Khao,xao
Apalachee,xap
Aquitanian,xaq
Karami,xar
Kamas,xas
Katawixi,xat
Kauwera,xau
Xavánte,xav
Kawaiisu,xaw
Kayan Mahakam,xay
Lower Burdekin,xbb
Bactrian,xbc
Bindal,xbd
Bigambal,xbe
Bunganditj,xbg
Kombio,xbi
Birrpayi,xbj
Middle Breton,xbm
Kenaboi,xbn
Bolgarian,xbo
Bibbulman,xbp
Kambera,xbr
Kambiwá,xbw
Batjala,xby
Batyala,xby
Cumbric,xcb
Camunic,xcc
Celtiberian,xce
Cisalpine Gaulish,xcg
Chemakum,xch
Chimakum,xch
Classical Armenian,xcl
Comecrudo,xcm
Cotoname,xcn
Chorasmian,xco
Carian,xcr
Classical Tibetan,xct
Curonian,xcu
Chuvantsy,xcv
Coahuilteco,xcw
Cayuse,xcy
Darkinyung,xda
Dacian,xdc
Dharuk,xdk
Edomite,xdm
Kwandu,xdo
Malayic Dayak,xdy
Eblan,xeb
Hdi,xed
ǁXegwi,xeg
Kelo,xel
Kembayan,xem
Epi-Olmec,xep
Xerénte,xer
Kesawai,xes
Xetá,xet
Keoru-Ahia,xeu
Faliscan,xfa
Galatian,xga
Gbin,xgb
Gudang,xgd
Gabrielino-Fernandeño,xgf
Goreng,xgg
Garingbal,xgi
Galindan,xgl
Dharumbal,xgm
Guwinmal,xgm
Garza,xgr
Unggumi,xgu
Guwa,xgw
Harami,xha
Hunnic,xhc
Hadrami,xhd
Khetrani,xhe
Xhosa,xho
Hernican,xhr
Hattic,xht
Hurrian,xhu
Khua,xhv
Iberian,xib
Xiri,xii
Illyrian,xil
Xinca,xin
Xiriâna,xir
Kisan,xis
Indus Valley Language,xiv
Xipaya,xiy
Minjungbal,xjb
Jaitmatang,xjt
Kalkoti,xka
Northern Nago,xkb
Kho'ini,xkc
Mendalam Kayan,xkd
Kereho,xke
Khengkha,xkf
Kagoro,xkg
Kenyan Sign Language,xki
Kajali,xkj
Kaco',xkk
Mainstream Kenyah,xkl
Kayan River Kayan,xkn
Kiorr,xko
Kabatei,xkp
Koroni,xkq
Xakriabá,xkr
Kumbewaha,xks
Kantosi,xkt
Kaamba,xku
Kgalagadi,xkv
Kembra,xkw
Karore,xkx
Uma' Lasan,xky
Kurtokha,xkz
Kamula,xla
Loup B,xlb
Lycian,xlc
Lydian,xld
Lemnian,xle
Ligurian (Ancient),xlg
Liburnian,xli
Alanic,xln
Loup A,xlo
Lepontic,xlp
Lusitanian,xls
Cuneiform Luwian,xlu
Elymian,xly
Mushungulu,xma
Mbonga,xmb
Makhuwa-Marrevone,xmc
Mbudum,xmd
Median,xme
Mingrelian,xmf
Mengaka,xmg
Kugu-Muminh,xmh
Majera,xmj
Ancient Macedonian,xmk
Malaysian Sign Language,xml
Manado Malay,xmm
Manichaean Middle Persian,xmn
Morerebi,xmo
Kuku-Mu'inh,xmp
Kuku-Mangk,xmq
Meroitic,xmr
Moroccan Sign Language,xms
Matbat,xmt
Kamu,xmu
Antankarana Malagasy,xmv
Tankarana Malagasy,xmv
Tsimihety Malagasy,xmw
Maden,xmx
Mayaguduna,xmy
Mori Bawah,xmz
Ancient North Arabian,xna
Kanakanabu,xnb
Middle Mongolian,xng
Kuanhua,xnh
Ngarigu,xni
Ngoni (Tanzania),xnj
Nganakarti,xnk
Ngumbarl,xnm
Northern Kankanay,xnn
Anglo-Norman,xno
Ngoni (Mozambique),xnq
Kangri,xnr
Kanashi,xns
Narragansett,xnt
Nukunul,xnu
Nyiyaparli,xny
Kenzi,xnz
Mattoki,xnz
O'chi'chi',xoc
Kokoda,xod
Soga,xog
Kominimung,xoi
Xokleng,xok
Komo (Sudan),xom
Konkomba,xon
Xukurú,xoo
Kopar,xop
Korubo,xor
Kowaki,xow
Pirriya,xpa
Northeastern Tasmanian,xpb
Pyemmairrener,xpb
Pecheneg,xpc
Oyster Bay Tasmanian,xpd
Liberia Kpelle,xpe
Nuenonne,xpf
Southeast Tasmanian,xpf
Phrygian,xpg
North Midlands Tasmanian,xph
Tyerrenoterpanner,xph
Pictish,xpi
Mpalitjanh,xpj
Kulina Pano,xpk
Port Sorell Tasmanian,xpl
Pumpokol,xpm
Kapinawá,xpn
Pochutec,xpo
Puyo-Paekche,xpp
Mohegan-Pequot,xpq
Parthian,xpr
Pisidian,xps
Punthamara,xpt
Punic,xpu
Northern Tasmanian,xpv
Tommeginne,xpv
Northwestern Tasmanian,xpw
Peerapper,xpw
Southwestern Tasmanian,xpx
Toogee,xpx
Puyo,xpy
Bruny Island Tasmanian,xpz
Karakhanid,xqa
Qatabanian,xqt
Krahô,xra
Eastern Karaboro,xrb
Gundungurra,xrd
Kreye,xre
Minang,xrg
Krikati-Timbira,xri
Armazic,xrm
Arin,xrn
Raetic,xrr
Aranama-Tamique,xrt
Marriammu,xru
Karawa,xrw
Sabaean,xsa
Sambal,xsb
Scythian,xsc
Sidetic,xsd
Sempan,xse
Shamang,xsh
Sio,xsi
Subi,xsj
South Slavey,xsl
Kasem,xsm
Sanga (Nigeria),xsn
Solano,xso
Silopi,xsp
Makhuwa-Saka,xsq
Sherpa,xsr
Assan,xss
Sanumá,xsu
Sudovian,xsv
Saisiyat,xsy
Alcozauca Mixtec,xta
Chazumba Mixtec,xtb
Katcha-Kadugli-Miri,xtc
Diuxi-Tilantongo Mixtec,xtd
Ketengban,xte
Transalpine Gaulish,xtg
Yitha Yitha,xth
Sinicahua Mixtec,xti
San Juan Teita Mixtec,xtj
Tijaltepec Mixtec,xtl
Magdalena Peñasco Mixtec,xtm
Northern Tlaxiaco Mixtec,xtn
Tokharian A,xto
San Miguel Piedras Mixtec,xtp
Tumshuqese,xtq
Early Tripuri,xtr
Sindihui Mixtec,xts
Tacahua Mixtec,xtt
Cuyamecalco Mixtec,xtu
Thawa,xtv
Tawandê,xtw
Yoloxochitl Mixtec,xty
Alu Kurumba,xua
Betta Kurumba,xub
Umiida,xud
Kunigami,xug
Jennu Kurumba,xuj
Ngunawal,xul
Nunukul,xul
Umbrian,xum
Unggaranggu,xun
Kuo,xuo
Upper Umpqua,xup
Urartian,xur
Kuthant,xut
Khwedam,xuu
Kxoe,xuu
Venetic,xve
Kamviri,xvi
Vandalic,xvn
Volscian,xvo
Vestinian,xvs
Kwaza,xwa
Woccon,xwc
Wadi Wadi,xwd
Xwela Gbe,xwe
Kwegu,xwg
Wajuk,xwj
Wangkumara,xwk
Western Xwla Gbe,xwl
Written Oirat,xwo
Kwerba Mamberamo,xwr
Wotjobaluk,xwt
Wemba Wemba,xww
Boro (Ghana),xxb
Ke'o,xxk
Minkin,xxm
Koropó,xxr
Tambora,xxt
Yaygir,xya
Yandjibara,xyb
Mayi-Yapi,xyj
Mayi-Kulan,xyk
Yalakalore,xyl
Mayi-Thakurti,xyt
Yorta Yorta,xyy
Zhang-Zhung,xzh
Zemgalian,xzm
Ancient Zapotec,xzp
Yaminahua,yaa
Yuhup,yab
Pass Valley Yali,yac
Yagua,yad
Pumé,yae
Yaka (Democratic Republic of Congo),yaf
Yámana,yag
Yazgulyam,yah
Yagnobi,yai
Banda-Yangere,yaj
Yakama,yak
Yalunka,yal
Yamba,yam
Mayangna,yan
Yao,yao
Yapese,yap
Yaqui,yaq
Yabarana,yar
Nugunu (Cameroon),yas
Yambeta,yat
Yuwana,yau
Yangben,yav
Yawalapití,yaw
Yauma,yax
Agwagwune,yay
Lokaa,yaz
Yala,yba
Yemba,ybb
West Yugur,ybe
Yakha,ybh
Yamphu,ybi
Hasha,ybj
Bokha,ybk
Yukuben,ybl
Yaben,ybm
Yabaâna,ybn
Yabong,ybo
Yawiyo,ybx
Yaweyuha,yby
Chesu,ych
Lolopo,ycl
Yucuna,ycn
Chepya,ycp
Yanda,yda
Eastern Yiddish,ydd
Yangum Dey,yde
Yidgha,ydg
Yoidik,ydk
Ravula,yea
Yeniche,yec
Yimas,yee
Yeni,yei
Yevanic,yej
Yela,yel
Tarok,yer
Nyankpa,yes
Yetfa,yet
Yerukula,yeu
Yapunda,yev
Yeyi,yey
Malyangapa,yga
Yiningayi,ygi
Yangum Gel,ygl
Yagomi,ygm
Gepo,ygp
Yagaria,ygr
Yolŋu Sign Language,ygs
Yugul,ygu
Yagwoia,ygw
Baha Buyang,yha
Judeo-Iraqi Arabic,yhd
Hlepho Phowa,yhl
Yan-nhaŋu Sign Language,yhs
Yinggarda,yia
Yiddish,yid
Ache,yif
Wusa Nasu,yig
Western Yiddish,yih
Yidiny,yii
Yindjibarndi,yij
Dongshanba Lalo,yik
Yindjilandji,yil
Yimchungru Naga,yim
Riang Lai,yin
Yinchia,yin
Pholo,yip
Miqie,yiq
North Awyu,yir
Yis,yis
Eastern Lalu,yit
Awu,yiu
Northern Nisu,yiv
Axi Yi,yix
Azhe,yiz
Yakan,yka
Northern Yukaghir,ykg
Yoke,yki
Yakaikeke,ykk
Khlula,ykl
Kap,ykm
Kua-nsi,ykn
Yasa,yko
Yekora,ykr
Kathu,ykt
Kuamasi,yku
Yakoma,yky
Yaul,yla
Yaleba,ylb
Yele,yle
Yelogu,ylg
Angguruk Yali,yli
Yil,yll
Limi,ylm
Langnian Buyang,yln
Naluo Yi,ylo
Yalarnnga,ylr
Aribwaung,ylu
Nyâlayu,yly
Nyelâyu,yly
Yambes,ymb
Southern Muji,ymc
Muda,ymd
Yameo,yme
Yamongeri,ymg
Mili,ymh
Moji,ymi
Makwe,ymk
Iamalele,yml
Maay,ymm
Sunum,ymn
Yamna,ymn
Yangum Mon,ymo
Yamap,ymp
Qila Muji,ymq
Malasar,ymr
Mysian,yms
Northern Muji,ymx
Muzi,ymz
Aluo,yna
Yandruwandha,ynd
Lang'e,yne
Yango,yng
Naukan Yupik,ynk
Yangulam,ynl
Yana,ynn
Yong,yno
Yendang,ynq
Yansi,yns
Yahuna,ynu
Yoba,yob
Yogad,yog
Yonaguni,yoi
Yokuts,yok
Yola,yol
Yombe,yom
Yongkom,yon
Yoruba,yor
Yotti,yot
Yoron,yox
Yoy,yoy
Phala,ypa
Labo Phowa,ypb
Phola,ypg
Phupha,yph
Phuma,ypm
Ani Phowa,ypn
Alo Phola,ypo
Phupa,ypp
Phuza,ypz
Yerakai,yra
Yareba,yrb
Yaouré,yre
Nenets,yrk
Nhengatu,yrl
Yirrk-Mel,yrm
Yerong,yrn
Yaroamë,yro
Yarsun,yrs
Yarawata,yrw
Yarluyandi,yry
Yassic,ysc
Samatao,ysd
Sonaga,ysg
Yugoslavian Sign Language,ysl
Myanmar Sign Language,ysm
Sani,ysn
Nisi (China),yso
Southern Lolopo,ysp
Sirenik Yupik,ysr
Yessan-Mayo,yss
Sanie,ysy
Talu,yta
Tanglang,ytl
Thopho,ytp
Yout Wam,ytw
Yatay,yty
Yucatec Maya,yua
Yucateco,yua
Yugambal,yub
Yuchi,yuc
Judeo-Tripolitanian Arabic,yud
Yue Chinese,yue
Havasupai-Walapai-Yavapai,yuf
Yug,yug
Yurutí,yui
Karkar-Yuri,yuj
Yuki,yuk
Yulu,yul
Quechan,yum
Bena (Nigeria),yun
Yukpa,yup
Yuqui,yuq
Yurok,yur
Yopno,yut
Yau (Morobe Province),yuw
Southern Yukaghir,yux
East Yugur,yuy
Yuracare,yuz
Yawa,yva
Yavitero,yvt
Kalou,ywa
Yinhawangka,ywg
Western Lalu,ywl
Yawanawa,ywn
Wuding-Luquan Yi,ywq
Yawuru,ywr
Central Lalo,ywt
Xishanba Lalo,ywt
Wumeng Nasu,ywu
Yawarawarga,yww
Mayawali,yxa
Yagara,yxg
Yardliyawarra,yxl
Yinwum,yxm
Yuyu,yxu
Yabula Yabula,yxy
Yir Yoront,yyr
Yau (Sandaun Province),yyu
Ayizi,yyz
E'ma Buyang,yzg
Zokhuo,yzk
Sierra de Juárez Zapotec,zaa
San Juan Guelavía Zapotec,zab
Western Tlacolula Valley Zapotec,zab
Ocotlán Zapotec,zac
Cajonos Zapotec,zad
Yareni Zapotec,zae
Ayoquesco Zapotec,zaf
Zaghawa,zag
Zangwal,zah
Isthmus Zapotec,zai
Zaramo,zaj
Zanaki,zak
Zauzou,zal
Miahuatlán Zapotec,zam
Ozolotepec Zapotec,zao
Zapotec,zap
Aloápam Zapotec,zaq
Rincón Zapotec,zar
Santo Domingo Albarradas Zapotec,zas
Tabaa Zapotec,zat
Zangskari,zau
Yatzachi Zapotec,zav
Mitla Zapotec,zaw
Xadani Zapotec,zax
Zaysete,zay
Zayse-Zergulla,zay
Zari,zaz
Balaibalan,zba
Central Berawan,zbc
East Berawan,zbe
Bliss,zbl
Blissymbolics,zbl
Blissymbols,zbl
Batui,zbt
Bu (Bauchi State),zbu
West Berawan,zbw
Coatecas Altas Zapotec,zca
Central Hongshuihe Zhuang,zch
Ngazidja Comorian,zdj
Zeeuws,zea
Zenag,zeg
Eastern Hongshuihe Zhuang,zeh
Zenaga,zen
Kinga,zga
Guibei Zhuang,zgb
Standard Moroccan Tamazight,zgh
Minz Zhuang,zgm
Guibian Zhuang,zgn
Magori,zgr
Chuang,zha
Zhuang,zha
Zhaba,zhb
Dai Zhuang,zhd
Zhire,zhi
Nong Zhuang,zhn
Chinese,zho
Zhoa,zhw
Zia,zia
Zimbabwe Sign Language,zib
Zimakani,zik
Zialo,zil
Mesme,zim
Zinza,zin
Zigula,ziw
Zizilivakan,ziz
Kaimbulawa,zka
Koibal,zkb
Kadu,zkd
Koguryo,zkg
Khorezmian,zkh
Karankawa,zkk
Kanan,zkn
Kott,zko
São Paulo Kaingáng,zkp
Zakhring,zkr
Kitan,zkt
Kaurna,zku
Krevinian,zkv
Khazar,zkz
Zula,zla
Liujiang Zhuang,zlj
Malay (individual language),zlm
Lianshan Zhuang,zln
Liuqian Zhuang,zlq
Manda (Australia),zma
Zimba,zmb
Margany,zmc
Maridan,zmd
Mangerr,zme
Mfinu,zmf
Marti Ke,zmg
Makolkol,zmh
Negeri Sembilan Malay,zmi
Maridjabin,zmj
Mandandanyi,zmk
